,ID_start,ID_end,connexion capacity
7813,BKK,BOM,6703
7814,BKK,CAI,10731
7815,BKK,CAN,11447
7816,BKK,CDG,11447
7817,BKK,CGK,6703
7818,BKK,CKG,5180
7819,BKK,DEL,10731
7820,BKK,DOH,11447
7821,BKK,DXB,11447
7822,BKK,FRA,11447
7823,BKK,HKG,11447
7824,BKK,HND,5673
7825,BKK,ICN,11447
7826,BKK,IST,11447
7827,BKK,JNB,7789
7828,BKK,KMG,5180
7829,BKK,KUL,11447
7830,BKK,LHR,11447
7831,BKK,MAD,11447
7832,BKK,MEL,5673
7833,BKK,MNL,7240
7834,BKK,NBO,5180
7835,BKK,PEK,11447
7836,BKK,PVG,11447
7837,BKK,SGN,7240
7838,BKK,SIN,11447
7839,BKK,SVO,9517
7840,BKK,SYD,9517
7841,BKK,SZX,3794
7842,BKK,TPE,11447
7843,BOM,ADD,5442
7844,BOM,AMS,10078
7845,BOM,BKK,10078
7846,BOM,CAI,9447
7847,BOM,CDG,10078
7848,BOM,DEL,9447
7849,BOM,DOH,10078
7850,BOM,DXB,10078
7851,BOM,EWR,10078
7852,BOM,FRA,10078
7853,BOM,HKG,10078
7854,BOM,ICN,10078
7855,BOM,IST,10078
7856,BOM,JED,8908
7857,BOM,JNB,6858
7858,BOM,KUL,10078
7859,BOM,LHR,10078
7860,BOM,NBO,4560
7861,BOM,SIN,10078
7862,CAN,ADD,6459
7863,CAN,AKL,3964
7864,CAN,AMS,11962
7865,CAN,BKK,11962
7866,CAN,CAI,11213
7867,CAN,CDG,11962
7868,CAN,CGK,7005
7869,CAN,CKG,5413
7870,CAN,DEL,11213
7871,CAN,DMK,3085
7872,CAN,DOH,11962
7873,CAN,DXB,11962
7874,CAN,HGH,4430
7875,CAN,HKG,11962
7876,CAN,ICN,11962
7877,CAN,IST,11962
7878,CAN,JED,10573
7879,CAN,KMG,5413
7880,CAN,KUL,11962
7881,CAN,LAX,11962
7882,CAN,LHR,11962
7883,CAN,MEL,5928
7884,CAN,MNL,7565
7885,CAN,NBO,5413
7886,CAN,PEK,11962
7887,CAN,PVG,11962
7888,CAN,SGN,7565
7889,CAN,SHA,1913
7890,CAN,SIN,11962
7891,CAN,SVO,9945
7892,CAN,SYD,9945
7893,CAN,TPE,11962
7894,CAN,XIY,3516
7895,CDG,ADD,3860
7896,CDG,ALG,2648
7897,CDG,AMS,7148
7898,CDG,ATL,7148
7899,CDG,BCN,5216
7900,CDG,BKK,7148
7901,CDG,BOG,3860
7902,CDG,BOM,4186
7903,CDG,BOS,5216
7904,CDG,BSB,742
7905,CDG,CAI,6701
7906,CDG,CAN,7148
7907,CDG,CLT,4864
7908,CDG,CMN,3543
7909,CDG,DEL,6701
7910,CDG,DFW,7148
7911,CDG,DOH,7148
7912,CDG,DXB,7148
7913,CDG,EWR,7148
7914,CDG,EZE,3543
7915,CDG,FRA,7148
7916,CDG,GRU,7148
7917,CDG,HKG,7148
7918,CDG,HND,3543
7919,CDG,IAH,7148
7920,CDG,ICN,7148
7921,CDG,IST,7148
7922,CDG,JED,6318
7923,CDG,JFK,7148
7924,CDG,JNB,4864
7925,CDG,KUL,7148
7926,CDG,LAX,7148
7927,CDG,LGW,2648
7928,CDG,LHR,7148
7929,CDG,LIM,3543
7930,CDG,LOS,3235
7931,CDG,MAD,7148
7932,CDG,MEX,6318
7933,CDG,MIA,7148
7934,CDG,NBO,3235
7935,CDG,ORD,7148
7936,CDG,PEK,7148
7937,CDG,PVG,7148
7938,CDG,SCL,2648
7939,CDG,SEA,6701
7940,CDG,SFO,7148
7941,CDG,SGN,4521
7942,CDG,SIN,7148
7943,CDG,SVO,5943
7944,CDG,TPE,7148
7945,CDG,TUN,2369
7946,CDG,YYZ,7148
7947,CGK,BKK,10866
7948,CGK,CAI,10187
7949,CGK,CAN,10866
7950,CGK,DMK,2803
7951,CGK,DOH,10866
7952,CGK,DXB,10866
7953,CGK,HKG,10866
7954,CGK,HND,5386
7955,CGK,ICN,10866
7956,CGK,JED,9605
7957,CGK,KUL,10866
7958,CGK,MEL,5386
7959,CGK,MNL,6872
7960,CGK,PEK,10866
7961,CGK,PVG,10866
7962,CGK,SGN,6872
7963,CGK,SIN,10866
7964,CGK,SYD,9034
7965,CGK,TPE,10866
7966,CMN,ALG,3810
7967,CMN,AMS,10286
7968,CMN,BCN,7505
7969,CMN,CAI,9643
7970,CMN,CDG,10286
7971,CMN,DOH,10286
7972,CMN,DXB,10286
7973,CMN,FRA,10286
7974,CMN,GRU,10286
7975,CMN,IST,10286
7976,CMN,JED,9092
7977,CMN,JFK,10286
7978,CMN,LGW,3810
7979,CMN,LHR,10286
7980,CMN,MAD,10286
7981,CMN,SVO,8552
7982,CMN,TUN,3409
7983,DOH,ADD,5479
7984,DOH,ALG,3758
7985,DOH,AMS,10146
7986,DOH,BCN,7403
7987,DOH,BKK,10146
7988,DOH,BOM,5942
7989,DOH,CAI,9511
7990,DOH,CAN,10146
7991,DOH,CDG,10146
7992,DOH,CGK,5942
7993,DOH,CKG,4591
7994,DOH,CMN,5029
7995,DOH,DEL,9511
7996,DOH,DXB,10146
7997,DOH,FRA,10146
7998,DOH,GRU,10146
7999,DOH,HGH,3758
8000,DOH,HKG,10146
8001,DOH,IAH,10146
8002,DOH,ICN,10146
8003,DOH,IST,10146
8004,DOH,JED,8968
8005,DOH,JFK,10146
8006,DOH,JNB,6904
8007,DOH,KUL,10146
8008,DOH,LHR,10146
8009,DOH,LOS,4591
8010,DOH,MAD,10146
8011,DOH,MEL,5029
8012,DOH,MNL,6417
8013,DOH,NBO,4591
8014,DOH,ORD,10146
8015,DOH,PEK,10146
8016,DOH,PVG,10146
8017,DOH,SGN,6417
8018,DOH,SIN,10146
8019,DOH,TUN,3362
8020,DXB,ADD,4193
8021,DXB,ADL,1242
8022,DXB,ALG,2876
8023,DXB,AMS,7765
8024,DXB,ATL,7765
8025,DXB,BCN,5666
8026,DXB,BKK,7765
8027,DXB,BOM,4547
8028,DXB,BOS,5666
8029,DXB,CAI,7280
8030,DXB,CAN,7765
8031,DXB,CDG,7765
8032,DXB,CGK,4547
8033,DXB,CMN,3848
8034,DXB,CPT,613
8035,DXB,DEL,7280
8036,DXB,DFW,7765
8037,DXB,DOH,7765
8038,DXB,FRA,7765
8039,DXB,GRU,7765
8040,DXB,HKG,7765
8041,DXB,HND,3848
8042,DXB,IAH,7765
8043,DXB,ICN,7765
8044,DXB,IST,7765
8045,DXB,JED,6864
8046,DXB,JFK,7765
8047,DXB,JNB,5284
8048,DXB,KMG,3514
8049,DXB,KUL,7765
8050,DXB,LAX,7765
8051,DXB,LGW,2876
8052,DXB,LHR,7765
8053,DXB,LOS,3514
8054,DXB,MAD,7765
8055,DXB,MEL,3848
8056,DXB,MNL,4911
8057,DXB,NBO,3514
8058,DXB,PEK,7765
8059,DXB,PVG,7765
8060,DXB,SEA,7280
8061,DXB,SFO,7765
8062,DXB,SGN,4911
8063,DXB,SIN,7765
8064,DXB,SVO,6456
8065,DXB,SYD,6456
8066,DXB,TPE,7765
8067,DXB,TUN,2573
8068,DXB,YYZ,7765
8069,FRA,ADD,3889
8070,FRA,ALG,2668
8071,FRA,AMS,7203
8072,FRA,ATL,7203
8073,FRA,BCN,5255
8074,FRA,BKK,7203
8075,FRA,BOG,3889
8076,FRA,BOM,4218
8077,FRA,BOS,5255
8078,FRA,CAI,6752
8079,FRA,CDG,7203
8080,FRA,CLT,4901
8081,FRA,CMN,3570
8082,FRA,DEL,6752
8083,FRA,DEN,4218
8084,FRA,DFW,7203
8085,FRA,DOH,7203
8086,FRA,DXB,7203
8087,FRA,EWR,7203
8088,FRA,EZE,3570
8089,FRA,GRU,7203
8090,FRA,HKG,7203
8091,FRA,HND,3570
8092,FRA,HRG,569
8093,FRA,IAH,7203
8094,FRA,ICN,7203
8095,FRA,IST,7203
8096,FRA,JED,6366
8097,FRA,JFK,7203
8098,FRA,JNB,4901
8099,FRA,KUL,7203
8100,FRA,LAS,4901
8101,FRA,LAX,7203
8102,FRA,LHR,7203
8103,FRA,LOS,3259
8104,FRA,MAD,7203
8105,FRA,MCO,4901
8106,FRA,MEX,6366
8107,FRA,MIA,7203
8108,FRA,NBO,3259
8109,FRA,ORD,7203
8110,FRA,PEK,7203
8111,FRA,PVG,7203
8112,FRA,SEA,6752
8113,FRA,SFO,7203
8114,FRA,SGN,4555
8115,FRA,SIN,7203
8116,FRA,SVO,5988
8117,FRA,TPE,7203
8118,FRA,TUN,2387
8119,FRA,YYZ,7203
8120,HRG,CAI,5371
8121,HRG,FRA,5729
8122,HRG,IST,5729
8123,HRG,LGW,2122
8124,HRG,SVO,4763
8125,IST,ADD,5458
8126,IST,ALG,3744
8127,IST,AMS,10108
8128,IST,BCN,7375
8129,IST,BKK,10108
8130,IST,BOM,5919
8131,IST,CAI,9476
8132,IST,CAN,10108
8133,IST,CDG,10108
8134,IST,CMN,5010
8135,IST,DEL,9476
8136,IST,DOH,10108
8137,IST,DXB,10108
8138,IST,FRA,10108
8139,IST,GRU,10108
8140,IST,HKG,10108
8141,IST,HRG,799
8142,IST,IAH,10108
8143,IST,ICN,10108
8144,IST,JED,8934
8145,IST,JFK,10108
8146,IST,JNB,6878
8147,IST,KUL,10108
8148,IST,LAX,10108
8149,IST,LGW,3744
8150,IST,LHR,10108
8151,IST,LOS,4574
8152,IST,MAD,10108
8153,IST,NBO,4574
8154,IST,ORD,10108
8155,IST,PEK,10108
8156,IST,PVG,10108
8157,IST,SIN,10108
8158,IST,SVO,8404
8159,IST,TUN,3350
8160,IST,YYZ,10108
8161,JED,ADD,7188
8162,JED,ALG,4930
8163,JED,BOM,7795
8164,JED,CAI,12479
8165,JED,CAN,13311
8166,JED,CDG,13311
8167,JED,CGK,7795
8168,JED,CMN,6597
8169,JED,DEL,12479
8170,JED,DOH,13311
8171,JED,DXB,13311
8172,JED,FRA,13311
8173,JED,IST,13311
8174,JED,JFK,13311
8175,JED,JNB,9058
8176,JED,KUL,13311
8177,JED,LAX,13311
8178,JED,LGW,4930
8179,JED,LHR,13311
8180,JED,MAD,13311
8181,JED,MNL,8419
8182,JED,NBO,6024
8183,JED,SIN,13311
8184,JED,TUN,4411
8185,JED,YYZ,13311
8186,JFK,AMS,8678
8187,JFK,ATL,8678
8188,JFK,BCN,6332
8189,JFK,BOG,4686
8190,JFK,BOS,6332
8191,JFK,CAI,8135
8192,JFK,CDG,8678
8193,JFK,CLT,5905
8194,JFK,CMN,4301
8195,JFK,DEL,8135
8196,JFK,DEN,5082
8197,JFK,DFW,8678
8198,JFK,DOH,8678
8199,JFK,DXB,8678
8200,JFK,EZE,4301
8201,JFK,FRA,8678
8202,JFK,GRU,8678
8203,JFK,HKG,8678
8204,JFK,ICN,8678
8205,JFK,IST,8678
8206,JFK,JED,7670
8207,JFK,JNB,5905
8208,JFK,LAS,5905
8209,JFK,LAX,8678
8210,JFK,LHR,8678
8211,JFK,LIM,4301
8212,JFK,LOS,3927
8213,JFK,MAD,8678
8214,JFK,MCO,5905
8215,JFK,MEX,7670
8216,JFK,MIA,8678
8217,JFK,ORD,8678
8218,JFK,PEK,8678
8219,JFK,PHX,4686
8220,JFK,PVG,8678
8221,JFK,SCL,3214
8222,JFK,SEA,8135
8223,JFK,SFO,8678
8224,JFK,SVO,7215
8225,JFK,TPE,8678
8226,JFK,YYZ,8678
8227,JNB,ADD,6206
8228,JNB,AMS,11492
8229,JNB,ATL,11492
8230,JNB,BKK,11492
8231,JNB,BOM,6730
8232,JNB,CAI,10773
8233,JNB,CDG,11492
8234,JNB,CPT,908
8235,JNB,DOH,11492
8236,JNB,DXB,11492
8237,JNB,FRA,11492
8238,JNB,GRU,11492
8239,JNB,HKG,11492
8240,JNB,IST,11492
8241,JNB,JED,10158
8242,JNB,JFK,11492
8243,JNB,LHR,11492
8244,JNB,LOS,5201
8245,JNB,NBO,5201
8246,JNB,SIN,11492
8247,JNB,SYD,9555
8248,LHR,ADD,3954
8249,LHR,ALG,2712
8250,LHR,AMS,7322
8251,LHR,ATL,7322
8252,LHR,BCN,5343
8253,LHR,BKK,7322
8254,LHR,BOM,4288
8255,LHR,BOS,5343
8256,LHR,CAI,6864
8257,LHR,CAN,7322
8258,LHR,CDG,7322
8259,LHR,CLT,4982
8260,LHR,CMN,3629
8261,LHR,CPT,578
8262,LHR,DEL,6864
8263,LHR,DEN,4288
8264,LHR,DFW,7322
8265,LHR,DOH,7322
8266,LHR,DXB,7322
8267,LHR,EWR,7322
8268,LHR,EZE,3629
8269,LHR,FRA,7322
8270,LHR,GRU,7322
8271,LHR,HKG,7322
8272,LHR,HND,3629
8273,LHR,IAH,7322
8274,LHR,ICN,7322
8275,LHR,IST,7322
8276,LHR,JED,6472
8277,LHR,JFK,7322
8278,LHR,JNB,4982
8279,LHR,KUL,7322
8280,LHR,LAS,4982
8281,LHR,LAX,7322
8282,LHR,LOS,3313
8283,LHR,MAD,7322
8284,LHR,MEX,6472
8285,LHR,MIA,7322
8286,LHR,MNL,4631
8287,LHR,NBO,3313
8288,LHR,ORD,7322
8289,LHR,PEK,7322
8290,LHR,PHX,3954
8291,LHR,PVG,7322
8292,LHR,SEA,6864
8293,LHR,SFO,7322
8294,LHR,SIN,7322
8295,LHR,SVO,6087
8296,LHR,TUN,2426
8297,LHR,YYZ,7322
8298,LOS,ADD,5197
8299,LOS,AMS,9624
8300,LOS,ATL,9624
8301,LOS,CAI,9022
8302,LOS,CDG,9624
8303,LOS,CMN,4770
8304,LOS,DOH,9624
8305,LOS,DXB,9624
8306,LOS,FRA,9624
8307,LOS,IAH,9624
8308,LOS,IST,9624
8309,LOS,JFK,9624
8310,LOS,JNB,6549
8311,LOS,LHR,9624
8312,LOS,MAD,9624
8313,LOS,NBO,4355
8314,MAD,ALG,4119
8315,MAD,AMS,11121
8316,MAD,ATL,11121
8317,MAD,BCN,8114
8318,MAD,BKK,11121
8319,MAD,BOG,6005
8320,MAD,BOS,8114
8321,MAD,CAI,10425
8322,MAD,CDG,11121
8323,MAD,CLO,629
8324,MAD,CMN,5512
8325,MAD,DFW,11121
8326,MAD,DOH,11121
8327,MAD,DXB,11121
8328,MAD,EWR,11121
8329,MAD,EZE,5512
8330,MAD,FRA,11121
8331,MAD,GRU,11121
8332,MAD,ICN,11121
8333,MAD,IST,11121
8334,MAD,JED,9830
8335,MAD,JFK,11121
8336,MAD,LAX,11121
8337,MAD,LGW,4119
8338,MAD,LHR,11121
8339,MAD,LIM,5512
8340,MAD,LOS,5033
8341,MAD,MEX,9830
8342,MAD,MIA,11121
8343,MAD,ORD,11121
8344,MAD,PEK,11121
8345,MAD,SCL,4119
8346,MAD,SVO,9246
8347,MAD,TUN,3686
8348,NBO,ADD,5230
8349,NBO,AMS,9685
8350,NBO,BKK,9685
8351,NBO,BOM,5671
8352,NBO,CAI,9079
8353,NBO,CAN,9685
8354,NBO,CDG,9685
8355,NBO,DEL,9079
8356,NBO,DOH,9685
8357,NBO,DXB,9685
8358,NBO,ICN,9685
8359,NBO,IST,9685
8360,NBO,JED,8560
8361,NBO,JNB,6590
8362,NBO,LHR,9685
8363,NBO,LOS,4383
8364,PEK,ADD,4786
8365,PEK,ALG,3283
8366,PEK,AMS,8864
8367,PEK,BKK,8864
8368,PEK,CAI,8309
8369,PEK,CAN,8864
8370,PEK,CDG,8864
8371,PEK,CGK,5191
8372,PEK,CKG,4011
8373,PEK,DEL,8309
8374,PEK,DOH,8864
8375,PEK,DXB,8864
8376,PEK,EWR,8864
8377,PEK,FRA,8864
8378,PEK,HGH,3283
8379,PEK,HKG,8864
8380,PEK,HND,4393
8381,PEK,IAH,8864
8382,PEK,ICN,8864
8383,PEK,IST,8864
8384,PEK,JFK,8864
8385,PEK,JNB,6031
8386,PEK,KMG,4011
8387,PEK,KUL,8864
8388,PEK,LAX,8864
8389,PEK,LGW,3283
8390,PEK,LHR,8864
8391,PEK,MAD,8864
8392,PEK,MNL,5606
8393,PEK,ORD,8864
8394,PEK,PVG,8864
8395,PEK,SEA,8309
8396,PEK,SFO,8864
8397,PEK,SGN,5606
8398,PEK,SHA,1418
8399,PEK,SIN,8864
8400,PEK,SVO,7369
8401,PEK,SYD,7369
8402,PEK,SZX,2937
8403,PEK,TPE,8864
8404,PEK,XIY,2605
8405,PEK,YYZ,8864
8406,SVO,ALG,4361
8407,SVO,AMS,11774
8408,SVO,BCN,8591
8409,SVO,BKK,11774
8410,SVO,CAI,11038
8411,SVO,CAN,11774
8412,SVO,CDG,11774
8413,SVO,CMN,5835
8414,SVO,DEL,11038
8415,SVO,DXB,11774
8416,SVO,FRA,11774
8417,SVO,HKG,11774
8418,SVO,HRG,930
8419,SVO,ICN,11774
8420,SVO,IST,11774
8421,SVO,JFK,11774
8422,SVO,LAX,11774
8423,SVO,LHR,11774
8424,SVO,MAD,11774
8425,SVO,MIA,11774
8426,SVO,PEK,11774
8427,SVO,PVG,11774
8428,SVO,SGN,7447
8429,SVO,YYZ,11774
8430,TUN,ALG,3225
8431,TUN,AMS,8708
8432,TUN,BCN,6354
8433,TUN,CAI,8164
8434,TUN,CDG,8708
8435,TUN,CMN,4316
8436,TUN,DOH,8708
8437,TUN,DXB,8708
8438,TUN,FRA,8708
8439,TUN,IST,8708
8440,TUN,JED,7697
8441,TUN,LHR,8708
8442,TUN,MAD,8708
8443,YYZ,ADD,4997
8444,YYZ,AMS,9254
8445,YYZ,ATL,9254
8446,YYZ,BCN,6752
8447,YYZ,BOG,4997
8448,YYZ,BOS,6752
8449,YYZ,CAI,8675
8450,YYZ,CDG,9254
8451,YYZ,CLT,6297
8452,YYZ,DEN,5419
8453,YYZ,DFW,9254
8454,YYZ,DXB,9254
8455,YYZ,EWR,9254
8456,YYZ,FRA,9254
8457,YYZ,GRU,9254
8458,YYZ,HKG,9254
8459,YYZ,IAH,9254
8460,YYZ,ICN,9254
8461,YYZ,IST,9254
8462,YYZ,JED,8179
8463,YYZ,JFK,9254
8464,YYZ,LAS,6297
8465,YYZ,LAX,9254
8466,YYZ,LGW,3427
8467,YYZ,LHR,9254
8468,YYZ,LIM,4586
8469,YYZ,MCO,6297
8470,YYZ,MEX,8179
8471,YYZ,MIA,9254
8472,YYZ,ORD,9254
8473,YYZ,PEK,9254
8474,YYZ,PHX,4997
8475,YYZ,PVG,9254
8476,YYZ,SCL,3427
8477,YYZ,SEA,8675
8478,YYZ,SFO,9254
8479,YYZ,SVO,7693
8480,YYZ,TPE,9254
8481,ADD,BKK,10169
8482,ADD,BOM,5955
8483,ADD,CAI,9533
8484,ADD,CAN,10169
8485,ADD,CDG,10169
8486,ADD,DEL,9533
8487,ADD,DOH,10169
8488,ADD,DXB,10169
8489,ADD,FRA,10169
8490,ADD,HKG,10169
8491,ADD,IST,10169
8492,ADD,JED,8988
8493,ADD,JNB,6920
8494,ADD,LHR,10169
8495,ADD,LOS,4602
8496,ADD,NBO,4602
8497,ADD,PEK,10169
8498,ADD,PVG,10169
8499,AKL,ADL,1465
8500,AKL,BKK,9157
8501,AKL,CAN,9157
8502,AKL,HKG,9157
8503,AKL,ICN,9157
8504,AKL,KUL,9157
8505,AKL,LAX,9157
8506,AKL,MEL,4538
8507,AKL,PVG,9157
8508,AKL,SCL,3392
8509,AKL,SFO,9157
8510,AKL,SIN,9157
8511,AKL,SYD,7613
8512,AMS,ATL,8152
8513,AMS,BCN,5948
8514,AMS,BKK,8152
8515,AMS,BOM,4774
8516,AMS,BOS,5948
8517,AMS,CAI,7642
8518,AMS,CAN,8152
8519,AMS,CDG,8152
8520,AMS,CMN,4040
8521,AMS,CPT,644
8522,AMS,DEL,7642
8523,AMS,DFW,8152
8524,AMS,DOH,8152
8525,AMS,DXB,8152
8526,AMS,EWR,8152
8527,AMS,EZE,4040
8528,AMS,FRA,8152
8529,AMS,GRU,8152
8530,AMS,HGH,3019
8531,AMS,HKG,8152
8532,AMS,IAH,8152
8533,AMS,ICN,8152
8534,AMS,IST,8152
8535,AMS,JFK,8152
8536,AMS,JNB,5547
8537,AMS,KUL,8152
8538,AMS,LAX,8152
8539,AMS,LGW,3019
8540,AMS,LHR,8152
8541,AMS,LIM,4040
8542,AMS,LOS,3689
8543,AMS,MAD,8152
8544,AMS,MEX,7206
8545,AMS,NBO,3689
8546,AMS,ORD,8152
8547,AMS,PEK,8152
8548,AMS,PVG,8152
8549,AMS,SEA,7642
8550,AMS,SFO,8152
8551,AMS,SIN,8152
8552,AMS,SVO,6778
8553,AMS,TPE,8152
8554,AMS,TUN,2702
8555,AMS,YYZ,8152
8556,BKK,ADD,6181
8557,BKK,AKL,3794
8558,BKK,AMS,11447
8559,BKK,BOM,6703
8560,BKK,CAI,10731
8561,BKK,CAN,11447
8562,BKK,CDG,11447
8563,BKK,CGK,6703
8564,BKK,CKG,5180
8565,BKK,DEL,10731
8566,BKK,DOH,11447
8567,BKK,DXB,11447
8568,BKK,FRA,11447
8569,BKK,HKG,11447
8570,BKK,HND,5673
8571,BKK,ICN,11447
8572,BKK,IST,11447
8573,BKK,JNB,7789
8574,BKK,KMG,5180
8575,BKK,KUL,11447
8576,BKK,LHR,11447
8577,BKK,MAD,11447
8578,BKK,MEL,5673
8579,BKK,MNL,7240
8580,BKK,NBO,5180
8581,BKK,PEK,11447
8582,BKK,PVG,11447
8583,BKK,SGN,7240
8584,BKK,SIN,11447
8585,BKK,SVO,9517
8586,BKK,SYD,9517
8587,BKK,SZX,3794
8588,BKK,TPE,11447
8589,CAI,ADD,7586
8590,CAI,ALG,5203
8591,CAI,AMS,14048
8592,CAI,BCN,10250
8593,CAI,BKK,14048
8594,CAI,BOM,8227
8595,CAI,CAN,14048
8596,CAI,CDG,14048
8597,CAI,CGK,8227
8598,CAI,CMN,6962
8599,CAI,DOH,14048
8600,CAI,DXB,14048
8601,CAI,FRA,14048
8602,CAI,HRG,1110
8603,CAI,IST,14048
8604,CAI,JED,12417
8605,CAI,JFK,14048
8606,CAI,JNB,9559
8607,CAI,LHR,14048
8608,CAI,LOS,6357
8609,CAI,MAD,14048
8610,CAI,NBO,6357
8611,CAI,PEK,14048
8612,CAI,SVO,11679
8613,CAI,TUN,4656
8614,CAI,YYZ,14048
8615,CDG,ADD,3860
8616,CDG,ALG,2648
8617,CDG,AMS,7148
8618,CDG,ATL,7148
8619,CDG,BCN,5216
8620,CDG,BKK,7148
8621,CDG,BOG,3860
8622,CDG,BOM,4186
8623,CDG,BOS,5216
8624,CDG,BSB,742
8625,CDG,CAI,6701
8626,CDG,CAN,7148
8627,CDG,CLT,4864
8628,CDG,CMN,3543
8629,CDG,DEL,6701
8630,CDG,DFW,7148
8631,CDG,DOH,7148
8632,CDG,DXB,7148
8633,CDG,EWR,7148
8634,CDG,EZE,3543
8635,CDG,FRA,7148
8636,CDG,GRU,7148
8637,CDG,HKG,7148
8638,CDG,HND,3543
8639,CDG,IAH,7148
8640,CDG,ICN,7148
8641,CDG,IST,7148
8642,CDG,JED,6318
8643,CDG,JFK,7148
8644,CDG,JNB,4864
8645,CDG,KUL,7148
8646,CDG,LAX,7148
8647,CDG,LGW,2648
8648,CDG,LHR,7148
8649,CDG,LIM,3543
8650,CDG,LOS,3235
8651,CDG,MAD,7148
8652,CDG,MEX,6318
8653,CDG,MIA,7148
8654,CDG,NBO,3235
8655,CDG,ORD,7148
8656,CDG,PEK,7148
8657,CDG,PVG,7148
8658,CDG,SCL,2648
8659,CDG,SEA,6701
8660,CDG,SFO,7148
8661,CDG,SGN,4521
8662,CDG,SIN,7148
8663,CDG,SVO,5943
8664,CDG,TPE,7148
8665,CDG,TUN,2369
8666,CDG,YYZ,7148
8667,CGK,BKK,10866
8668,CGK,CAI,10187
8669,CGK,CAN,10866
8670,CGK,DMK,2803
8671,CGK,DOH,10866
8672,CGK,DXB,10866
8673,CGK,HKG,10866
8674,CGK,HND,5386
8675,CGK,ICN,10866
8676,CGK,JED,9605
8677,CGK,KUL,10866
8678,CGK,MEL,5386
8679,CGK,MNL,6872
8680,CGK,PEK,10866
8681,CGK,PVG,10866
8682,CGK,SGN,6872
8683,CGK,SIN,10866
8684,CGK,SYD,9034
8685,CGK,TPE,10866
8686,CKG,BKK,11606
8687,CKG,CAN,11606
8688,CKG,DMK,2994
8689,CKG,DOH,11606
8690,CKG,HGH,4298
8691,CKG,HKG,11606
8692,CKG,ICN,11606
8693,CKG,KMG,5252
8694,CKG,PEK,11606
8695,CKG,PVG,11606
8696,CKG,SHA,1856
8697,CKG,SIN,11606
8698,CKG,SYD,9649
8699,CKG,SZX,3846
8700,CKG,TPE,11606
8701,CKG,XIY,3411
8702,DEL,ADD,6429
8703,DEL,AMS,11906
8704,DEL,BKK,11906
8705,DEL,BOM,6972
8706,DEL,CAN,11906
8707,DEL,CDG,11906
8708,DEL,DOH,11906
8709,DEL,DXB,11906
8710,DEL,EWR,11906
8711,DEL,FRA,11906
8712,DEL,HKG,11906
8713,DEL,ICN,11906
8714,DEL,IST,11906
8715,DEL,JED,10523
8716,DEL,JFK,11906
8717,DEL,KUL,11906
8718,DEL,LHR,11906
8719,DEL,MEL,5901
8720,DEL,NBO,5388
8721,DEL,ORD,11906
8722,DEL,PEK,11906
8723,DEL,PVG,11906
8724,DEL,SIN,11906
8725,DEL,SVO,9898
8726,DEL,SYD,9898
8727,DEL,TPE,11906
8728,DMK,CAN,10871
8729,DMK,CGK,6366
8730,DMK,CKG,4919
8731,DMK,HGH,4026
8732,DMK,HKG,10871
8733,DMK,KMG,4919
8734,DMK,KUL,10871
8735,DMK,SGN,6875
8736,DMK,SIN,10871
8737,DMK,SZX,3603
8738,DMK,XIY,3195
8739,DOH,ADD,5479
8740,DOH,ALG,3758
8741,DOH,AMS,10146
8742,DOH,BCN,7403
8743,DOH,BKK,10146
8744,DOH,BOM,5942
8745,DOH,CAI,9511
8746,DOH,CAN,10146
8747,DOH,CDG,10146
8748,DOH,CGK,5942
8749,DOH,CKG,4591
8750,DOH,CMN,5029
8751,DOH,DEL,9511
8752,DOH,DXB,10146
8753,DOH,FRA,10146
8754,DOH,GRU,10146
8755,DOH,HGH,3758
8756,DOH,HKG,10146
8757,DOH,IAH,10146
8758,DOH,ICN,10146
8759,DOH,IST,10146
8760,DOH,JED,8968
8761,DOH,JFK,10146
8762,DOH,JNB,6904
8763,DOH,KUL,10146
8764,DOH,LHR,10146
8765,DOH,LOS,4591
8766,DOH,MAD,10146
8767,DOH,MEL,5029
8768,DOH,MNL,6417
8769,DOH,NBO,4591
8770,DOH,ORD,10146
8771,DOH,PEK,10146
8772,DOH,PVG,10146
8773,DOH,SGN,6417
8774,DOH,SIN,10146
8775,DOH,TUN,3362
8776,DXB,ADD,4193
8777,DXB,ADL,1242
8778,DXB,ALG,2876
8779,DXB,AMS,7765
8780,DXB,ATL,7765
8781,DXB,BCN,5666
8782,DXB,BKK,7765
8783,DXB,BOM,4547
8784,DXB,BOS,5666
8785,DXB,CAI,7280
8786,DXB,CAN,7765
8787,DXB,CDG,7765
8788,DXB,CGK,4547
8789,DXB,CMN,3848
8790,DXB,CPT,613
8791,DXB,DEL,7280
8792,DXB,DFW,7765
8793,DXB,DOH,7765
8794,DXB,FRA,7765
8795,DXB,GRU,7765
8796,DXB,HKG,7765
8797,DXB,HND,3848
8798,DXB,IAH,7765
8799,DXB,ICN,7765
8800,DXB,IST,7765
8801,DXB,JED,6864
8802,DXB,JFK,7765
8803,DXB,JNB,5284
8804,DXB,KMG,3514
8805,DXB,KUL,7765
8806,DXB,LAX,7765
8807,DXB,LGW,2876
8808,DXB,LHR,7765
8809,DXB,LOS,3514
8810,DXB,MAD,7765
8811,DXB,MEL,3848
8812,DXB,MNL,4911
8813,DXB,NBO,3514
8814,DXB,PEK,7765
8815,DXB,PVG,7765
8816,DXB,SEA,7280
